vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
9.79426,21.4734,6.72724,40146,-25,-25,38,-25,25,72,25,-25,53,25,25,136
0.199245,14.8741,2.83195,267,-99.9,-99.9,-1,-25,25,1,25,-25,1,-99.9,-99.9,-1
11.1547,-21.9156,-1.32808,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.9139,-7.17275,-5.08957,25476,-25,-25,65,-25,25,46,25,-25,35,25,25,25
18.5996,21.0225,4.58128,48235,-25,-25,59,-25,25,74,25,-25,55,25,25,244
-20.6551,15.9248,-9.89345,152,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
7.243,14.0498,9.70663,6083,-25,-25,4,-25,25,17,25,-25,11,25,25,21
-11.9622,-5.17116,9.82257,544,-25,-25,1,-99.9,-99.9,-1,25,-25,1,25,25,1
17.5483,0.661315,0.786204,44426,-25,-25,56,-25,25,39,25,-25,98,25,25,98
6.85512,-0.0386745,0.544122,48365,-25,-25,75,-25,25,71,25,-25,85,25,25,93
1.89099,9.95279,-5.52168,16581,-25,-25,22,-25,25,28,25,-25,25,25,25,40
8.59618,-19.0302,3.99464,175002,-25,-25,264,-25,25,220,25,-25,473,25,25,261
17.9484,2.94931,2.57337,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.53455,13.8002,-8.25362,8207,-25,-25,7,-25,25,17,25,-25,8,25,25,17
-13.9485,20.9886,4.13637,15729,-25,-25,18,-25,25,71,25,-25,15,25,25,31
2.07147,-0.751345,9.21298,2876,-25,-25,4,-25,25,9,25,-25,4,25,25,4
16.8083,13.4061,-1.61523,283,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,2,25,25,1
-17.4799,20.4041,4.9661,98,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.84915,-5.09951,-3.6901,62,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.4442,13.3573,1.66208,20797,-25,-25,8,-25,25,24,25,-25,17,25,25,53
7.97568,-4.33915,3.15698,23815,-25,-25,39,-25,25,24,25,-25,37,25,25,45
-4.18991,-3.73086,4.74121,35196,-25,-25,62,-25,25,62,25,-25,63,25,25,49
21.8278,2.97349,-6.40145,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
0.762698,4.61547,1.6963,142897,-25,-25,255,-25,25,267,25,-25,237,25,25,231
15.6264,18.2104,4.46295,7230,-25,-25,3,-25,25,14,25,-25,15,25,25,24
7.45727,0.698354,-1.22181,1504,-25,-25,4,-25,25,4,25,-25,2,25,25,2
5.81548,14.6351,5.47649,406682,-25,-25,427,-25,25,875,25,-25,456,25,25,932
5.52743,17.3832,8.33226,43,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.00698,4.32039,-3.63044,1127,-25,-25,5,-25,25,1,25,-25,4,-99.9,-99.9,-1
-16.2498,13.2287,5.3886,6518,-25,-25,6,-25,25,23,25,-25,10,25,25,8
19.1678,-14.1057,9.99621,417,-25,-25,2,-25,25,1,25,-25,3,-99.9,-99.9,-1
4.55072,-5.96738,7.09138,13533,-25,-25,18,-25,25,18,25,-25,28,25,25,17
19.0839,3.45084,-1.27128,69006,-25,-25,79,-25,25,93,25,-25,137,25,25,183
17.8927,-6.13475,-9.45587,122288,-25,-25,152,-25,25,132,25,-25,360,25,25,207
-11.3749,20.5151,-2.69754,39421,-25,-25,46,-25,25,142,25,-25,33,25,25,55
5.53461,0.0149693,1.69953,19004,-25,-25,32,-25,25,23,25,-25,31,25,25,31
-0.948916,-6.67803,9.92759,1180,-99.9,-99.9,-1,-25,25,1,25,-25,1,25,25,2
-13.1519,6.36388,-5.21046,32692,-25,-25,53,-25,25,85,25,-25,40,25,25,47
-10.1862,18.8249,7.61633,71978,-25,-25,93,-25,25,207,25,-25,66,25,25,111
11.4165,5.84827,-7.69758,36,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.11844,-2.62159,-9.01669,123313,-25,-25,201,-25,25,223,25,-25,250,25,25,211
1.62917,-4.67386,2.15637,1212,-25,-25,1,-25,25,1,25,-25,2,25,25,1
18.7078,-13.9503,-2.28613,91198,-25,-25,128,-25,25,85,25,-25,358,25,25,147
-0.92791,6.12542,4.23205,47324,-25,-25,68,-25,25,85,25,-25,68,25,25,85
0.374162,16.9761,-7.75709,132,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
1.00034,5.78524,1.29696,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.9755,13.6823,-0.771121,36820,-25,-25,50,-25,25,71,25,-25,59,25,25,104
-1.38471,-10.4809,5.51356,29705,-25,-25,50,-25,25,50,25,-25,65,25,25,37
4.02882,4.20498,7.6736,48,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-12.2437,7.46857,0.774547,32299,-25,-25,60,-25,25,78,25,-25,29,25,25,54
-2.05637,-1.26916,8.4099,34190,-25,-25,52,-25,25,73,25,-25,52,25,25,45
12.9503,12.5243,9.59882,16967,-25,-25,15,-25,25,29,25,-25,24,25,25,45
-12.1406,-14.9249,-9.69547,96,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.3125,9.43906,-5.33351,113,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.89572,-15.6035,5.72519,54141,-25,-25,117,-25,25,74,25,-25,136,25,25,63
9.22096,14.1228,-5.54948,132,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.4215,-9.27361,9.28586,70,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.8314,10.1037,6.83517,60462,-25,-25,101,-25,25,143,25,-25,68,25,25,88
0.855803,8.19528,5.39679,959,-25,-25,1,-25,25,3,25,-25,3,25,25,7
-17.7454,13.9917,9.39818,3669,-25,-25,5,-25,25,13,25,-25,2,25,25,3
6.76191,-2.31045,2.38571,79,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
14.6169,-3.69236,2.39909,58,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.9263,20.5546,-2.26393,31589,-25,-25,42,-25,25,60,25,-25,39,25,25,219
-15.5971,15.6019,-2.03976,70267,-25,-25,102,-25,25,197,25,-25,98,25,25,103
20.0118,-18.6566,-7.11378,841279,-25,-25,1230,-25,25,1770,25,-25,1394,25,25,936
19.0936,6.39241,-1.84916,50554,-25,-25,60,-25,25,69,25,-25,116,25,25,137
-2.9478,-7.49378,9.81067,62,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.0959,0.382516,-7.3581,218333,-25,-25,350,-25,25,453,25,-25,333,25,25,396
14.3924,-7.64006,-4.41879,99,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
7.87202,-11.7095,0.749153,1739,-25,-25,6,-99.9,-99.9,-1,25,-25,7,25,25,2
-12.2096,-14.3167,-6.53409,31671,-25,-25,111,-25,25,46,25,-25,41,25,25,31
-6.42182,-4.5744,8.36116,34066,-25,-25,73,-25,25,58,25,-25,62,25,25,36
-6.86286,2.66596,4.41907,63,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
3.01674,-4.72711,3.21192,25619,-25,-25,50,-25,25,45,25,-25,57,25,25,33
-6.74777,11.6676,1.13223,252,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.90132,-20.2965,-0.295152,39361,-25,-25,86,-25,25,35,25,-25,93,25,25,44
-0.917691,-12.5011,1.1782,76967,-25,-25,182,-25,25,103,25,-25,157,25,25,92
12.8416,11.4182,7.65344,51914,-25,-25,62,-25,25,101,25,-25,69,25,25,120
-10.9385,7.00766,5.82699,2992,-25,-25,3,-25,25,4,25,-25,4,25,25,5
19.4669,13.1812,9.23063,4264,-25,-25,2,-25,25,4,25,-25,8,25,25,15
-4.02932,-18.6294,7.60291,122484,-25,-25,307,-25,25,133,25,-25,241,25,25,153
-8.13759,16.9051,1.77447,54,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.7035,-10.6946,6.00762,58533,-25,-25,62,-25,25,66,25,-25,163,25,25,94
-1.00667,-20.3185,-2.28381,159810,-25,-25,355,-25,25,235,25,-25,287,25,25,206
11.1129,3.67875,-0.133576,37772,-25,-25,51,-25,25,59,25,-25,59,25,25,99
-15.8396,-18.9259,-7.54377,276197,-25,-25,868,-25,25,368,25,-25,450,25,25,355
8.24859,-2.131,-9.13469,50964,-25,-25,82,-25,25,92,25,-25,108,25,25,79
-9.0583,-2.01407,7.14816,168,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.377,-3.09032,1.80812,18999,-25,-25,52,-25,25,48,25,-25,22,25,25,28
3.60033,3.87703,1.78446,6661,-25,-25,6,-25,25,17,25,-25,5,25,25,11
9.94296,-13.5095,0.845721,89704,-25,-25,100,-25,25,64,25,-25,789,25,25,128
2.66287,-2.61449,2.18117,36521,-25,-25,41,-25,25,41,25,-25,57,25,25,134
-17.8079,-6.33888,8.4926,110,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.04595,5.73688,7.96878,32981,-25,-25,44,-25,25,53,25,-25,48,25,25,70
-10.756,-1.99167,8.39057,11158,-25,-25,31,-25,25,16,25,-25,26,25,25,17
-2.53243,-9.02994,6.12454,234830,-25,-25,474,-25,25,330,25,-25,502,25,25,336
5.12434,-6.75983,-1.85655,20,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
21.8168,-15.5742,-7.10471,121,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
2.51367,12.6901,7.29809,11359,-25,-25,16,-25,25,19,25,-25,17,25,25,25
-19.7369,-2.21809,6.10738,47266,-25,-25,126,-25,25,99,25,-25,52,25,25,57
18.7087,-18.6584,-3.48434,51238,-25,-25,78,-25,25,56,25,-25,208,25,25,78
-16.0214,-6.81882,4.30555,81,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.1056,15.1988,5.10457,87,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.3195,0.444144,9.57521,45,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
0.999731,-5.09508,-4.52247,57318,-25,-25,102,-25,25,82,25,-25,84,25,25,96
10.6607,3.39288,4.50844,46292,-25,-25,80,-25,25,59,25,-25,95,25,25,105
-18.5227,0.584493,8.27603,65,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.5499,-20.2933,-8.07374,81492,-25,-25,179,-25,25,100,25,-25,184,25,25,83
-6.5289,-6.45401,3.73547,29143,-25,-25,70,-25,25,43,25,-25,44,25,25,42
1.08246,21.3405,9.01654,56817,-25,-25,59,-25,25,120,25,-25,74,25,25,151
0.312736,15.0537,3.91448,120317,-25,-25,168,-25,25,238,25,-25,139,25,25,256
3.88895,21.9719,-7.31033,112,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.8635,1.09591,1.89749,56650,-25,-25,81,-25,25,57,25,-25,153,25,25,112
-14.7677,1.55704,8.75833,99,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.6951,-3.85373,8.60028,11472,-25,-25,16,-25,25,20,25,-25,18,25,25,17
7.02035,-15.7571,6.79484,24566,-25,-25,56,-25,25,30,25,-25,72,25,25,34
-20.6882,16.8995,1.8373,289,-25,-25,1,-25,25,2,25,-25,1,25,25,1
-3.49397,-14.0513,1.21763,36128,-25,-25,87,-25,25,45,25,-25,80,25,25,47
-2.13019,-20.8722,3.58605,87356,-25,-25,204,-25,25,96,25,-25,168,25,25,110
-7.61178,-4.53785,-1.5827,116011,-25,-25,211,-25,25,181,25,-25,195,25,25,173
9.78097,20.0715,1.90082,50816,-25,-25,55,-25,25,77,25,-25,75,25,25,187
20.9914,10.4347,-8.31261,62735,-25,-25,70,-25,25,70,25,-25,103,25,25,252
-14.2671,0.80811,3.54038,42121,-25,-25,83,-25,25,94,25,-25,54,25,25,57
11.5949,21.5104,8.87414,4215,-25,-25,3,-25,25,11,25,-25,3,25,25,16
-15.8044,-10.6315,8.2955,109,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-17.9712,7.28913,-6.00927,78,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.56882,-5.67319,-2.80003,4268,-25,-25,3,-25,25,3,25,-25,7,25,25,8
19.0294,-15.3181,3.97919,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.08822,18.327,-3.19028,37,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.45898,-11.9473,5.10262,152,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-21.7094,1.83343,-6.91521,215174,-25,-25,580,-25,25,409,25,-25,258,25,25,246
-6.01896,0.313372,2.7963,134090,-25,-25,227,-25,25,249,25,-25,230,25,25,210
-12.6876,12.2747,-0.228763,120,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.4954,-13.0204,-3.3893,55571,-25,-25,225,-25,25,87,25,-25,68,25,25,55
-6.22667,8.99887,-4.11177,129043,-25,-25,212,-25,25,274,25,-25,187,25,25,191
-19.7242,-2.35555,-7.21483,31570,-25,-25,51,-25,25,61,25,-25,44,25,25,39
14.5773,13.0787,2.67029,44236,-25,-25,56,-25,25,48,25,-25,60,25,25,138
-15.2355,-2.67595,7.53014,81,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.7671,-17.7579,8.78987,29,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.7877,21.159,-4.05003,81905,-25,-25,79,-25,25,137,25,-25,112,25,25,335
-16.9748,-14.4479,-4.56038,163,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,2
14.6491,18.659,-9.03888,115,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.4103,17.1852,4.46526,47,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.0454,12.6586,-8.11054,91266,-25,-25,127,-25,25,171,25,-25,116,25,25,251
-17.9901,18.8626,-6.42871,1747,-25,-25,1,-25,25,9,25,-25,3,25,25,1
4.58844,3.59665,6.38055,82,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-16.8072,3.74216,-9.94538,68686,-25,-25,123,-25,25,158,25,-25,69,25,25,84
1.64674,5.01136,1.8685,65418,-25,-25,89,-25,25,100,25,-25,111,25,25,119
21.9561,-3.01746,4.11326,109295,-25,-25,154,-25,25,118,25,-25,278,25,25,221
-17.2876,4.72603,7.1088,12553,-25,-25,30,-25,25,48,25,-25,16,25,25,8
-3.65786,0.656987,-4.68599,15022,-25,-25,27,-25,25,29,25,-25,20,25,25,22
18.8252,16.8935,3.24227,140252,-25,-25,140,-25,25,167,25,-25,211,25,25,573
-16.7855,-4.40769,1.3267,17997,-25,-25,53,-25,25,35,25,-25,20,25,25,21
12.6218,-9.67667,2.37029,111,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.6609,-14.5,-4.14049,58110,-25,-25,174,-25,25,72,25,-25,102,25,25,67
-13.1025,21.5028,1.44305,65,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.06091,2.0133,-0.973191,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.9302,16.4335,-4.80654,21797,-25,-25,45,-25,25,28,25,-25,30,25,25,64
13.1132,-14.7813,-4.11946,384,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-6.5709,-20.5881,-3.51502,29,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.8815,-3.38994,-2.13483,420,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,2,-99.9,-99.9,-1
-2.24741,13.4338,-7.38541,309136,-25,-25,545,-25,25,615,25,-25,397,25,25,496
6.9853,-4.51988,-0.116862,95207,-25,-25,147,-25,25,140,25,-25,195,25,25,173
0.0184866,19.2018,1.18842,88,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.8728,-12.1425,-7.61396,124,-25,-25,2,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.384578,10.7456,-6.06784,130963,-25,-25,176,-25,25,299,25,-25,194,25,25,253
20.702,13.0977,8.53416,5044,-25,-25,8,-25,25,7,25,-25,9,25,25,13
2.36332,-11.4414,3.60058,69,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
16.1783,-8.03752,9.93537,57,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-16.8961,-19.9713,-2.60322,76018,-25,-25,425,-25,25,107,25,-25,110,25,25,68
-8.35554,-16.8375,-8.16229,150870,-25,-25,401,-25,25,180,25,-25,290,25,25,163
-12.3246,-11.4799,7.29212,126,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.7337,10.0672,-8.838,82701,-25,-25,144,-25,25,273,25,-25,91,25,25,104
-8.33186,-12.3685,6.73771,25820,-25,-25,92,-25,25,36,25,-25,49,25,25,22
0.342787,-21.6541,9.35208,108,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.9748,-13.0031,-1.63462,4703,-25,-25,21,-25,25,8,25,-25,7,25,25,1
-20.5298,21.8256,-4.66533,911,-25,-25,1,-25,25,4,-99.9,-99.9,-1,25,25,1
-4.11907,-13.8716,-1.87783,12822,-25,-25,23,-25,25,16,25,-25,27,25,25,23
-12.9395,1.45441,8.02759,105,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.5888,19.7958,0.334112,87891,-25,-25,106,-25,25,203,25,-25,105,25,25,182
-5.20139,20.3978,2.39026,30399,-25,-25,34,-25,25,81,25,-25,31,25,25,57
21.9356,-14.4603,5.25045,111,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.2069,21.8979,6.63354,109,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.02555,-14.5025,-4.11449,111,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
11.0108,-11.0552,-8.53646,83,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
1.25121,19.3409,-0.809731,79072,-25,-25,86,-25,25,185,25,-25,75,25,25,183
-20.6651,-6.53832,-0.164038,274864,-25,-25,571,-25,25,563,25,-25,391,25,25,372
5.15629,21.8649,-5.32013,167296,-25,-25,161,-25,25,300,25,-25,218,25,25,512
10.2238,19.9428,-1.06963,1034,-99.9,-99.9,-1,-25,25,2,25,-25,1,25,25,4
-20.4168,20.48,2.18293,820,-25,-25,1,-25,25,1,25,-25,1,25,25,1
21.9793,-1.02519,7.79086,9257,-25,-25,8,-25,25,7,25,-25,17,25,25,15
19.3955,-9.16368,3.38872,263,-25,-25,2,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
10.1375,-7.84621,-7.76891,120300,-25,-25,180,-25,25,159,25,-25,295,25,25,235
19.6683,5.30525,1.65263,67178,-25,-25,78,-25,25,83,25,-25,140,25,25,173
-20.3779,-20.3616,-2.69291,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
6.98141,-10.0192,-2.54888,26376,-25,-25,53,-25,25,37,25,-25,63,25,25,46
-12.6546,20.6428,0.0257382,35,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
1.27874,17.1221,-8.59481,393896,-25,-25,445,-25,25,1091,25,-25,419,25,25,643
11.8053,13.6331,3.04793,64,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
14.1544,-9.9648,-2.80044,58393,-25,-25,81,-25,25,76,25,-25,166,25,25,97
10.7402,-8.29273,-1.39666,46,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.5936,18.7374,7.7398,2820,-25,-25,4,-25,25,7,25,-25,2,25,25,2
-7.66927,-1.75552,-9.36744,14796,-25,-25,36,-25,25,37,25,-25,26,25,25,23
-11.8924,-7.88435,-5.98102,74,-25,-25,1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
17.2734,-12.5325,-0.501645,5104,-25,-25,11,-25,25,8,25,-25,16,25,25,6
16.634,6.93712,1.74105,108,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.7599,12.5702,5.0253,16476,-25,-25,31,-25,25,45,25,-25,18,25,25,24
0.786435,19.4634,3.75277,19610,-25,-25,17,-25,25,42,25,-25,25,25,25,48
13.2203,17.1356,7.85267,3740,-25,-25,9,-25,25,10,25,-25,6,25,25,11
10.6132,14.9186,8.21165,30168,-25,-25,47,-25,25,55,25,-25,44,25,25,107
-13.2301,0.811478,6.30795,12519,-25,-25,25,-25,25,34,25,-25,14,25,25,24
2.45526,9.84168,1.79876,30969,-25,-25,49,-25,25,63,25,-25,61,25,25,71
6.04242,-8.59349,9.17057,45725,-25,-25,81,-25,25,61,25,-25,89,25,25,78
16.5589,-12.8087,0.773702,41842,-25,-25,56,-25,25,46,25,-25,119,25,25,72
7.76391,19.5639,-0.477606,3834,-25,-25,2,-25,25,9,25,-25,2,25,25,7
-1.49342,-4.28291,-5.17978,6130,-25,-25,14,-25,25,8,25,-25,14,25,25,8
-4.51854,19.2598,-1.0178,52652,-25,-25,75,-25,25,133,25,-25,71,25,25,97
-4.06695,19.5981,5.52181,19829,-25,-25,24,-25,25,51,25,-25,20,25,25,48
13.4883,-21.1205,3.70368,34416,-25,-25,68,-25,25,50,25,-25,112,25,25,39
-18.6575,-16.6591,-0.452622,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.54229,9.98807,-2.17756,287384,-25,-25,351,-25,25,702,25,-25,303,25,25,595
-14.5959,19.1968,-0.782378,74429,-25,-25,87,-25,25,259,25,-25,77,25,25,89
-11.1613,13.5348,7.92445,351,-25,-25,2,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
18.0985,5.29099,-5.68039,129,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.81135,3.32252,1.19908,8919,-25,-25,15,-25,25,15,25,-25,7,25,25,20
-12.3419,17.9562,-1.51784,275422,-25,-25,372,-25,25,873,25,-25,315,25,25,447
-19.3154,12.5038,-8.77057,2443,-25,-25,2,-25,25,8,25,-25,1,25,25,3
21.7391,-10.2186,-3.1041,268967,-25,-25,760,-25,25,307,25,-25,589,25,25,357
7.0269,-3.11475,0.133354,41160,-25,-25,54,-25,25,74,25,-25,75,25,25,86
-21.2712,3.0205,-3.8874,111947,-25,-25,260,-25,25,237,25,-25,116,25,25,132
-18.4937,-16.07,-3.45276,123325,-25,-25,645,-25,25,201,25,-25,167,25,25,94
-5.2233,6.11832,8.44269,74,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.56101,15.3,-2.52934,73652,-25,-25,76,-25,25,148,25,-25,89,25,25,192
-6.87687,-18.9849,9.61542,3176,-25,-25,4,-25,25,8,25,-25,1,25,25,3
-3.24306,19.6744,7.66699,2140,-25,-25,3,-25,25,6,25,-25,2,25,25,6
-21.695,6.41037,8.84477,275803,-25,-25,411,-25,25,2108,25,-25,271,25,25,324
17.2208,8.37349,-2.65487,289664,-25,-25,332,-25,25,515,25,-25,402,25,25,793
17.6061,-8.18953,6.45951,27443,-25,-25,43,-25,25,32,25,-25,75,25,25,57
10.0141,3.74712,-2.3157,4826,-25,-25,7,-25,25,9,25,-25,8,25,25,15
-0.614866,-4.16979,-3.7937,84805,-25,-25,167,-25,25,138,25,-25,135,25,25,134
-6.32147,-11.3593,-7.64147,233,-25,-25,2,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.42758,-6.32607,0.625952,4849,-25,-25,5,-25,25,11,25,-25,4,25,25,9
-13.2844,0.241014,-7.13086,4577,-25,-25,9,-25,25,12,25,-25,1,25,25,6
-16.558,-4.2941,0.568278,24357,-25,-25,53,-25,25,39,25,-25,29,25,25,26
17.3622,1.34324,-5.37155,63,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
14.3326,8.04293,7.22136,27,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.13276,15.7275,3.86466,1848,-25,-25,2,-25,25,4,25,-25,1,25,25,5
1.75425,18.9803,-5.17594,103,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.5487,8.31818,-5.93431,78,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-17.3152,-1.04778,-6.66877,49377,-25,-25,102,-25,25,127,25,-25,60,25,25,67
-8.73082,0.681459,8.3746,90,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
1.56375,10.5614,-3.17566,53821,-25,-25,69,-25,25,106,25,-25,85,25,25,114
0.771606,12.59,2.23083,40,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
1.80783,-4.45705,-4.65234,83603,-25,-25,152,-25,25,134,25,-25,183,25,25,121
-14.4115,16.7707,-3.94227,231698,-25,-25,324,-25,25,851,25,-25,228,25,25,349
19.0432,-13.8476,-6.20174,81,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.77632,15.2521,-0.0663669,72,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.0402,-19.9852,-9.21989,249408,-25,-25,298,-25,25,253,25,-25,844,25,25,527
