vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
14.1521,5.78754,-0.576027,54697,-25,-25,63,-25,25,84,25,-25,107,25,25,164
12.9487,-20.9022,3.93676,87,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.0273,5.47722,6.77809,68922,-25,-25,148,-25,25,182,25,-25,90,25,25,95
11.6106,21.7499,4.5021,132717,-25,-25,137,-25,25,220,25,-25,179,25,25,408
1.89685,3.77978,-1.95221,262867,-25,-25,362,-25,25,396,25,-25,410,25,25,669
-0.614129,12.2796,6.28141,11689,-25,-25,11,-25,25,23,25,-25,18,25,25,23
-7.64181,18.8764,-4.27651,43,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
14.1912,10.3378,-0.363783,37,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.6171,12.0418,-0.699758,27590,-25,-25,82,-25,25,29,25,-25,40,25,25,28
-5.6459,-12.8062,-2.67423,63836,-25,-25,164,-25,25,84,25,-25,130,25,25,77
2.84634,0.463708,-7.13875,63,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-21.1951,15.6239,8.61897,256,-99.9,-99.9,-1,-25,25,3,-99.9,-99.9,-1,-99.9,-99.9,-1
8.58373,5.64613,9.42284,30757,-25,-25,47,-25,25,49,25,-25,49,25,25,61
19.167,-4.92647,3.08739,7009,-25,-25,14,-25,25,11,25,-25,15,25,25,18
20.1186,2.36133,-9.12946,60,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
11.8309,11.363,6.10745,54152,-25,-25,65,-25,25,74,25,-25,81,25,25,142
1.03561,-20.5749,-2.30013,69885,-25,-25,155,-25,25,90,25,-25,154,25,25,84
-21.0271,4.04973,9.12394,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.1052,-16.0623,5.8353,5101,-25,-25,12,-25,25,2,25,-25,16,25,25,6
-19.453,14.6112,-5.40488,99,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.81068,1.16321,-2.45342,84,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-5.43661,8.74156,-4.00458,263,-99.9,-99.9,-1,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
5.57833,-4.88448,0.953637,35929,-25,-25,63,-25,25,50,25,-25,76,25,25,68
14.2221,0.564298,-4.88531,77,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.0751,-19.5939,-7.73289,205,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.3277,-5.1214,-7.25263,10562,-25,-25,10,-25,25,10,25,-25,29,25,25,16
14.2297,-13.8163,-0.556726,116,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.81137,3.15652,-1.53395,161701,-25,-25,182,-25,25,226,25,-25,276,25,25,482
14.7199,-10.002,-7.48129,39520,-25,-25,48,-25,25,49,25,-25,111,25,25,62
-15.2242,12.1807,1.48238,75663,-25,-25,113,-25,25,232,25,-25,107,25,25,101
-3.65493,-3.36426,7.41853,85,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.2435,-2.0151,-9.35407,22117,-25,-25,32,-25,25,27,25,-25,50,25,25,41
18.6599,12.9128,-4.98232,113370,-25,-25,116,-25,25,163,25,-25,160,25,25,433
-9.79561,15.9336,8.88568,6875,-25,-25,12,-25,25,15,25,-25,5,25,25,9
6.33134,-4.34621,-2.12472,43429,-25,-25,75,-25,25,61,25,-25,96,25,25,82
17.7436,11.126,4.27272,29433,-25,-25,29,-25,25,27,25,-25,30,25,25,86
21.1345,-8.98663,-7.14318,177,-25,-25,1,-25,25,1,25,-25,1,25,25,1
2.34256,17.0309,-9.99923,875,-25,-25,2,-25,25,3,25,-25,3,25,25,3
13.1416,-4.00231,5.83467,49,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.44762,12.4897,5.18286,79749,-25,-25,116,-25,25,185,25,-25,107,25,25,153
8.52922,-5.54518,-7.24982,59,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.12411,0.809047,-3.29872,12016,-25,-25,20,-25,25,14,25,-25,18,25,25,19
19.6623,-8.9711,-8.42653,2373,-25,-25,2,-25,25,1,25,-25,7,25,25,8
-10.1275,14.6069,-3.78279,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.14858,-11.3004,-2.81887,250916,-25,-25,597,-25,25,308,25,-25,576,25,25,311
15.5493,-2.68473,-0.481271,112,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
21.85,1.8502,5.58448,98044,-25,-25,103,-25,25,133,25,-25,184,25,25,255
5.70044,13.7734,-9.08244,14344,-25,-25,20,-25,25,28,25,-25,20,25,25,28
-2.86211,15.6492,-1.34989,250,-25,-25,2,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
0.957762,-6.74692,-7.66323,161577,-25,-25,326,-25,25,206,25,-25,348,25,25,234
9.1026,21.6099,3.14012,7518,-25,-25,6,-25,25,10,25,-25,3,25,25,29
10.9096,-6.6187,7.05956,30628,-25,-25,54,-25,25,40,25,-25,89,25,25,48
20.3234,-5.22379,-6.60584,658234,-25,-25,806,-25,25,706,25,-25,2380,25,25,1297
-20.9473,11.0554,-8.42707,95,-25,-25,1,-25,25,2,25,-25,1,-99.9,-99.9,-1
-8.41462,-2.89712,-4.88663,147120,-25,-25,318,-25,25,235,25,-25,273,25,25,220
-21.5107,-18.303,8.37011,37056,-25,-25,148,-25,25,44,25,-25,50,25,25,37
-8.4928,2.87515,-8.86547,85,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-19.7241,21.3574,-8.71044,247334,-25,-25,383,-25,25,1151,25,-25,254,25,25,331
-14.7937,4.24994,-5.43269,64831,-25,-25,116,-25,25,170,25,-25,53,25,25,85
18.5792,-10.8446,-1.60498,100677,-25,-25,124,-25,25,104,25,-25,346,25,25,128
-2.10456,-16.1127,-4.02279,828,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
6.74972,13.7576,-8.10019,15359,-25,-25,17,-25,25,32,25,-25,17,25,25,49
11.5979,17.806,8.24485,102,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-10.0315,8.15454,-3.79972,309988,-25,-25,558,-25,25,679,25,-25,424,25,25,446
-12.9984,7.94109,-8.86664,40227,-25,-25,57,-25,25,106,25,-25,43,25,25,49
-1.40768,-10.8946,-5.23287,151,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.75968,-10.3018,-9.36624,11243,-25,-25,17,-25,25,10,25,-25,26,25,25,27
-14.9647,-9.30132,-4.82465,120282,-25,-25,313,-25,25,209,25,-25,139,25,25,145
-14.6631,7.16344,-7.40326,2043,-25,-25,4,-25,25,8,25,-25,3,-99.9,-99.9,-1
-16.884,-4.38992,7.72588,13560,-25,-25,32,-25,25,22,25,-25,15,25,25,22
-12.1678,6.39447,2.37908,182714,-25,-25,336,-25,25,459,25,-25,265,25,25,293
15.7926,10.9802,-1.32639,4242,-25,-25,3,-25,25,3,25,-25,5,25,25,19
5.1635,-15.9866,2.9534,108,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
15.7682,-18.3478,7.07613,27192,-25,-25,45,-25,25,32,25,-25,106,25,25,36
-2.43656,17.1205,0.0799214,3355,-25,-25,4,-25,25,2,25,-25,13,25,25,5
6.4218,21.1473,5.5919,75495,-25,-25,75,-25,25,120,25,-25,104,25,25,199
15.6391,17.4813,3.62022,255,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,2,25,25,1
17.896,-5.35424,8.8008,51177,-25,-25,72,-25,25,54,25,-25,151,25,25,105
-12.2163,20.8999,-6.47864,109,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.7057,4.02134,-7.08823,3755,-25,-25,1,-25,25,4,25,-25,4,25,25,4
17.5265,15.2194,4.10318,61665,-25,-25,71,-25,25,103,25,-25,105,25,25,219
15.129,-6.02212,-7.50278,17593,-25,-25,30,-25,25,20,25,-25,49,25,25,37
18.1928,17.5669,-3.43015,297203,-25,-25,308,-25,25,394,25,-25,428,25,25,1593
-7.24306,-9.40738,-4.39529,32,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.1961,-11.5304,1.18147,83,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
4.18725,8.02588,9.20647,149,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.2055,8.68989,1.84602,323,-99.9,-99.9,-1,-25,25,4,-99.9,-99.9,-1,-99.9,-99.9,-1
3.29246,16.5223,9.98835,16565,-25,-25,20,-25,25,47,25,-25,20,25,25,37
-7.7496,-17.7762,-9.66912,128,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-1.42791,5.0248,-5.03627,57798,-25,-25,98,-25,25,106,25,-25,67,25,25,112
21.4873,-13.5205,8.32153,19518,-25,-25,20,-25,25,32,25,-25,74,25,25,40
-13.5411,-9.12896,-1.09528,174,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
1.59171,-10.0218,9.32863,69,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2484,6.12949,4.34144,43884,-25,-25,75,-25,25,87,25,-25,65,25,25,68
4.09803,-17.7581,-1.05179,10212,-25,-25,23,-25,25,8,25,-25,27,25,25,13
8.06172,1.61239,7.2422,33817,-25,-25,54,-25,25,41,25,-25,62,25,25,69
6.20116,-21.6837,-9.18374,479006,-25,-25,1693,-25,25,549,25,-25,1000,25,25,522
-4.75668,4.06752,3.18301,213721,-25,-25,470,-25,25,421,25,-25,287,25,25,289
9.54071,15.3963,5.75968,85,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
6.27255,18.5224,-8.00488,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.608189,21.3633,5.94346,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.2433,20.4,-3.85805,37,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.5923,0.393771,0.543403,114,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.9288,-9.18485,-4.54944,2129,-25,-25,5,-25,25,5,25,-25,1,25,25,2
5.3502,-10.9394,9.79056,52894,-25,-25,93,-25,25,68,25,-25,120,25,25,87
15.229,11.5999,8.79839,71,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.0879,-10.4792,-8.9374,271,-25,-25,1,-25,25,1,25,-25,1,25,25,1
-3.3977,7.30081,9.60354,10263,-25,-25,15,-25,25,22,25,-25,14,25,25,23
21.383,19.2836,0.74426,182,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,2
2.23886,-18.186,-1.67136,84,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
6.05315,8.33758,3.36229,131436,-25,-25,195,-25,25,251,25,-25,177,25,25,274
8.78771,12.2612,-1.35861,66226,-25,-25,79,-25,25,117,25,-25,99,25,25,159
-4.77054,-13.5177,-0.535517,162,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.506,-21.8314,5.98921,23,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.4731,-5.9745,0.480374,80,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
7.44043,1.65923,-6.84226,91,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.86831,6.078,-5.66591,74,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.87284,-7.54565,-3.9027,5567,-25,-25,10,-25,25,7,25,-25,16,25,25,7
-9.84382,-9.97603,2.60714,173675,-25,-25,419,-25,25,244,25,-25,305,25,25,243
-16.6629,-11.3441,-8.57725,49756,-25,-25,199,-25,25,85,25,-25,73,25,25,53
-4.79564,-17.5771,-7.7165,144,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.539,20.4269,-0.900937,141876,-25,-25,142,-25,25,228,25,-25,148,25,25,563
15.5929,-7.94982,-9.66527,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
18.339,-6.08791,4.11902,27987,-25,-25,39,-25,25,34,25,-25,75,25,25,49
8.0327,-9.36083,5.85968,17525,-25,-25,36,-25,25,21,25,-25,50,25,25,33
-12.4415,-1.51714,5.19149,64241,-25,-25,97,-25,25,105,25,-25,65,25,25,82
7.23227,-21.3284,-2.10518,6567,-25,-25,11,-25,25,6,25,-25,18,25,25,12
-17.762,-1.00905,-1.73621,80204,-25,-25,177,-25,25,165,25,-25,102,25,25,90
-14.4454,0.756278,-9.56613,241355,-25,-25,532,-25,25,488,25,-25,315,25,25,333
-10.3208,-8.88707,1.48097,120228,-25,-25,316,-25,25,185,25,-25,180,25,25,157
-4.42493,11.7004,-9.86756,70808,-25,-25,106,-25,25,152,25,-25,88,25,25,126
4.76062,4.76326,6.62015,92,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
8.32443,21.512,0.331684,186,-25,-25,1,-99.9,-99.9,-1,25,-25,2,-99.9,-99.9,-1
-3.95228,13.5018,-3.73521,93979,-25,-25,121,-25,25,222,25,-25,119,25,25,193
-12.2598,-12.2699,3.63789,239184,-25,-25,749,-25,25,393,25,-25,334,25,25,253
-19.775,-10.6356,8.57799,175,-25,-25,1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-18.401,-15.8012,2.17,32865,-25,-25,124,-25,25,45,25,-25,47,25,25,37
10.6607,13.4778,6.95775,32126,-25,-25,27,-25,25,54,25,-25,40,25,25,88
-10.0119,4.36529,0.494473,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
17.5691,20.3076,-7.17282,336,-99.9,-99.9,-1,-25,25,1,25,-25,2,25,25,4
3.77129,-17.6243,6.58104,126,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.8585,-5.05365,1.07077,12907,-25,-25,40,-25,25,16,25,-25,20,25,25,17
14.6108,-11.9291,8.77726,114,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
21.236,-8.10685,-2.94323,9656,-25,-25,15,-25,25,9,25,-25,24,25,25,14
-12.3495,-20.7307,6.72139,12532,-25,-25,42,-25,25,18,25,-25,22,25,25,20
17.1021,-3.92491,-3.90804,13395,-25,-25,20,-25,25,13,25,-25,39,25,25,20
-5.44356,1.38058,-2.14738,115,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.7763,-21.7798,0.0959734,349,-25,-25,3,-25,25,1,25,-25,1,25,25,1
-18.1051,-20.0785,-7.13496,83,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
9.66366,-6.8028,-4.15374,17048,-25,-25,33,-25,25,26,25,-25,43,25,25,27
-10.1011,-3.70491,1.51261,191243,-25,-25,401,-25,25,388,25,-25,262,25,25,248
5.8917,7.59239,-9.84614,111,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.1854,14.0815,2.99053,184987,-25,-25,229,-25,25,526,25,-25,207,25,25,337
8.37036,8.92134,8.21055,108,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,25,25,1
-20.0743,-9.18988,3.36914,31034,-25,-25,94,-25,25,43,25,-25,39,25,25,32
-15.4142,-21.9993,2.19309,97186,-25,-25,385,-25,25,112,25,-25,176,25,25,98
-15.9546,17.6318,-2.49584,11429,-25,-25,13,-25,25,53,25,-25,12,25,25,20
-12.5868,18.9472,3.08902,33,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.31093,5.06349,-4.78503,2057,-25,-25,3,-25,25,3,25,-25,6,25,25,2
5.01187,-13.1903,5.08821,20687,-25,-25,32,-25,25,23,25,-25,45,25,25,31
5.63414,-1.33795,0.40868,112624,-25,-25,171,-25,25,152,25,-25,215,25,25,192
20.2985,-13.4219,3.25292,1845,-25,-25,2,-99.9,-99.9,-1,25,-25,7,25,25,2
-9.79337,-10.9684,6.62065,57,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.1468,-6.97109,2.30801,86,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.0186,-17.8567,-9.84577,80,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.869,12.4875,5.06238,32285,-25,-25,54,-25,25,86,25,-25,38,25,25,51
-21.8616,0.0670083,8.95034,18218,-25,-25,39,-25,25,39,25,-25,19,25,25,18
-14.3026,4.06213,3.07884,28828,-25,-25,51,-25,25,68,25,-25,29,25,25,36
-20.2836,-5.02447,4.40779,143,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.9945,-1.04406,-3.23048,21733,-25,-25,46,-25,25,38,25,-25,17,25,25,28
1.70107,-11.7166,-2.31365,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
20.7962,17.1391,0.997119,187181,-25,-25,189,-25,25,249,25,-25,273,25,25,805
-16.3516,16.3605,-2.75959,43819,-25,-25,79,-25,25,141,25,-25,47,25,25,50
11.4175,-16.6023,-5.1693,229981,-25,-25,377,-25,25,227,25,-25,833,25,25,297
-9.88697,12.4292,-7.71145,73,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
6.20416,-2.63839,-0.965669,56467,-25,-25,97,-25,25,91,25,-25,119,25,25,89
9.0403,-14.3,-6.43307,19,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.848,-20.4824,-7.76872,246762,-25,-25,1080,-25,25,299,25,-25,364,25,25,262
19.5431,5.84654,-8.30326,77640,-25,-25,77,-25,25,112,25,-25,142,25,25,255
-9.4197,-0.44704,7.32268,74,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
2.0038,16.7555,9.2665,108,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
12.0316,-4.90315,9.23047,13,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.2157,19.4454,-8.53285,247640,-25,-25,318,-25,25,1423,25,-25,246,25,25,323
-13.0408,-15.8495,9.34777,2170,-25,-25,5,-25,25,4,25,-25,7,25,25,4
-4.79255,10.8567,1.12821,522413,-25,-25,817,-25,25,840,25,-25,1146,25,25,764
11.0896,-9.81808,-6.72624,240156,-25,-25,367,-25,25,255,25,-25,872,25,25,361
2.18221,-14.7451,2.4007,104,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.5125,7.97086,1.91405,197351,-25,-25,352,-25,25,609,25,-25,219,25,25,240
11.3153,0.577047,-8.89331,76,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
2.96663,15.7421,-7.81964,64105,-25,-25,78,-25,25,138,25,-25,78,25,25,144
8.22119,-6.66254,-7.8828,4379,-25,-25,7,-25,25,9,25,-25,2,25,25,7
-9.78786,-0.689115,6.58244,100013,-25,-25,184,-25,25,206,25,-25,134,25,25,137
-16.8474,12.1957,-3.13692,40796,-25,-25,58,-25,25,149,25,-25,39,25,25,44
-0.88067,-18.0209,0.291865,512832,-25,-25,776,-25,25,1116,25,-25,696,25,25,843
11.192,-0.29986,4.76098,28427,-25,-25,37,-25,25,45,25,-25,39,25,25,61
4.44306,18.8741,6.28804,52187,-25,-25,65,-25,25,108,25,-25,63,25,25,138
-10.276,-1.34272,-6.38928,262,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.6003,4.45797,1.46248,91,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.77371,19.0974,2.87664,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.9613,5.46498,1.80962,28729,-25,-25,50,-25,25,51,25,-25,57,25,25,75
-10.8777,-21.2342,-8.99983,65,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.93603,-5.56527,1.91531,16682,-25,-25,30,-25,25,17,25,-25,58,25,25,21
-17.3469,9.02817,9.43369,4132,-25,-25,14,-25,25,13,25,-25,3,25,25,1
-1.73496,10.872,9.77996,2402,-25,-25,3,-25,25,5,25,-25,5,25,25,2
7.08152,5.62139,-5.25792,3618,-25,-25,4,-25,25,9,25,-25,2,25,25,5
-17.0176,-6.36093,9.57683,47940,-25,-25,135,-25,25,90,25,-25,60,25,25,61
-15.0417,-6.61644,1.86528,67,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.1514,1.66647,-4.09248,1032,-25,-25,1,-25,25,2,25,-25,1,25,25,2
1.99181,-7.25746,2.18757,102035,-25,-25,171,-25,25,157,25,-25,197,25,25,172
-1.69184,-21.5576,-4.11676,2413,-25,-25,6,-25,25,4,25,-25,2,25,25,6
8.75989,-13.2601,9.68637,1340,-25,-25,3,-25,25,5,25,-25,1,-99.9,-99.9,-1
4.31868,-19.8418,-2.86844,152460,-25,-25,266,-25,25,160,25,-25,367,25,25,246
-6.97343,-4.04884,-9.20654,34327,-25,-25,79,-25,25,64,25,-25,58,25,25,45
-0.28663,-4.67827,-0.0596783,230222,-25,-25,412,-25,25,353,25,-25,404,25,25,324
-21.6114,-1.58298,1.61045,56491,-25,-25,138,-25,25,113,25,-25,65,25,25,55
15.9804,15.6445,8.92236,96,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.90017,18.7225,-6.5918,1384,-25,-25,2,-25,25,4,25,-25,1,25,25,9
-4.1636,-7.47985,0.430871,70,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.612335,-16.5865,2.62611,424,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,2,-99.9,-99.9,-1
-5.86521,-4.90517,9.84425,186,-25,-25,1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
1.54745,-21.6913,1.6509,48578,-25,-25,108,-25,25,50,25,-25,129,25,25,64
-8.3071,0.174202,0.316034,270,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
8.88865,11.2159,0.465861,6520,-25,-25,7,-25,25,12,25,-25,10,25,25,18
-4.94064,12.1436,3.82794,139,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-6.50552,-11.6403,-6.72086,256160,-25,-25,506,-25,25,424,25,-25,427,25,25,371
11.3056,-4.28094,-6.7651,56803,-25,-25,78,-25,25,58,25,-25,101,25,25,104
7.9412,20.9696,-9.33907,65990,-25,-25,83,-25,25,118,25,-25,89,25,25,201
-5.68713,-6.13624,-8.26375,7418,-25,-25,17,-25,25,15,25,-25,12,25,25,5
-0.307346,14.2851,-4.22395,90883,-25,-25,121,-25,25,187,25,-25,129,25,25,222
-4.63927,-18.6605,-7.40225,259911,-25,-25,834,-25,25,369,25,-25,434,25,25,279
-13.2681,18.1407,4.98557,179936,-25,-25,257,-25,25,669,25,-25,165,25,25,267
-20.1118,-18.7001,1.34923,58627,-25,-25,45,-25,25,45,25,-25,113,25,25,54
-5.70395,10.4105,8.84906,44491,-25,-25,84,-25,25,91,25,-25,69,25,25,59
2.31761,-16.2587,7.65584,8310,-25,-25,19,-25,25,12,25,-25,16,25,25,8
15.2989,11.9192,0.764309,7226,-25,-25,7,-25,25,9,25,-25,12,25,25,22
4.75404,-0.543948,-1.37905,283,-99.9,-99.9,-1,-25,25,1,25,-25,1,25,25,1
5.96259,-8.53704,9.02866,18249,-25,-25,37,-25,25,21,25,-25,43,25,25,24
20.6728,-3.22053,-4.90085,49163,-25,-25,74,-25,25,118,25,-25,74,25,25,83
17.3717,19.1199,-0.274213,145,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2436,-14.511,6.36146,50,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
14.4303,-11.72,-0.168685,127031,-25,-25,182,-25,25,137,25,-25,362,25,25,212
9.63274,-14.5023,2.93874,99,-99.9,-99.9,-1,-25,25,1,25,-25,1,-99.9,-99.9,-1
19.5316,6.62308,-4.52028,362,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.3932,14.2286,9.45822,7022,-25,-25,12,-25,25,16,25,-25,9,25,25,10
0.552465,15.8484,-9.7915,162581,-25,-25,214,-25,25,328,25,-25,182,25,25,402
18.5454,19.5019,-8.71533,71734,-25,-25,76,-25,25,100,25,-25,82,25,25,320
4.05853,-9.3476,6.76605,85539,-25,-25,145,-25,25,115,25,-25,197,25,25,139
-10.5375,12.9494,-4.29436,133,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-19.8351,-18.0872,7.32376,92,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.22401,21.144,7.41716,60,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
9.09394,-20.957,3.51434,70378,-25,-25,112,-25,25,76,25,-25,218,25,25,80
17.0223,13.487,6.1256,109,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.6933,15.9621,9.19594,40,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.6489,-18.4316,3.08613,50,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2999,13.8473,-8.46489,317541,-25,-25,588,-25,25,737,25,-25,421,25,25,461
